Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9
P30040,"Endoplasmic reticulum resident protein 29, ERp29 (Endoplasmic reticulum resident protein 28, ERp28) (Endoplasmic reticulum resident protein 31, ERp31)",ERP29,42772,15583,17851,6736,45163,18837,28712,114,131
P30041,"Peroxiredoxin-6, EC 1.11.1.27 (1-Cys peroxiredoxin, 1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2, aiPLA2, EC 3.1.1.4) (Antioxidant protein 2) (Glutathione-dependent peroxiredoxin) (Liver 2D page spot 40) (Lysophosphatidylcholine acyltransferase 5, LPC acyltransferase 5, LPCAT-5, Lyso-PC acyltransferase 5, EC 2.3.1.23) (Non-selenium glutathione peroxidase, NSGPx) (Red blood cells page spot 12)",PRDX6,14134,86412,75357,7939,66975,2184,7926,21579,2267
P30043,"Flavin reductase (NADPH), FR, EC 1.5.1.30 (Biliverdin reductase B, BVR-B, EC 1.3.1.24) (Biliverdin-IX beta-reductase) (Green heme-binding protein, GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase, FLR)",BLVRB,0,18737,0,2112,12248,1171,72485,1582,3213
P30044,"Peroxiredoxin-5, mitochondrial, EC 1.11.1.24 (Alu corepressor 1) (Antioxidant enzyme B166, AOEB166) (Liver tissue 2D-page spot 71B) (PLP) (Peroxiredoxin V, Prx-V) (Peroxisomal antioxidant enzyme) (TPx type VI) (Thioredoxin peroxidase PMP20) (Thioredoxin-dependent peroxiredoxin 5)",PRDX5,2457,14735,17874,92289,99793,5167,18379,25339,23444
P30046,"D-dopachrome decarboxylase, EC 4.1.1.84 (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II)",DDT,55249,9239,1337,871,1461,1599,8235,18953,11339
P30048,"Thioredoxin-dependent peroxide reductase, mitochondrial, EC 1.11.1.24 (Antioxidant protein 1, AOP-1) (HBC189) (Peroxiredoxin III, Prx-III) (Peroxiredoxin-3) (Protein MER5 homolog) (Thioredoxin-dependent peroxiredoxin 3)",PRDX3,61646,21523,68236,2125,4343,28264,16351,26247,64169
P30086,"Phosphatidylethanolamine-binding protein 1, PEBP-1 (HCNPpp) (Neuropolypeptide h3) (Prostatic-binding protein) (Raf kinase inhibitor protein, RKIP) [Cleaved into: Hippocampal cholinergic neurostimulating peptide, HCNP ]",PEBP1,33581,5199,31526,61619,986,2173,93116,1831,2841
P30101,"Protein disulfide-isomerase A3, EC 5.3.4.1 (58 kDa glucose-regulated protein) (58 kDa microsomal protein, p58) (Disulfide isomerase ER-60) (Endoplasmic reticulum resident protein 57, ER protein 57, ERp57) (Endoplasmic reticulum resident protein 60, ER protein 60, ERp60)",PDIA3,11745,15991,19374,28678,17138,5632,12841,3865,12293
P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),PPP2R1A,3596,6936,224,39132,11394,75412,25241,63245,44689
P30520,"Adenylosuccinate synthetase isozyme 2, AMPSase 2, AdSS 2, EC 6.3.4.4 (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme, L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)",ADSS2,0,6933,1357,0,2196,624,37948,2298,35183
P30626,"Sorcin (22 kDa protein) (CP-22, CP22) (V19)",SRI,4786,19922,1422,21581,44977,15486,16671,56616,77365
P30740,"Leukocyte elastase inhibitor, LEI (Monocyte/neutrophil elastase inhibitor, EI, M/NEI) (Peptidase inhibitor 2, PI-2) (Serpin B1)",SERPINB1,2834,4466,34513,48397,7192,13791,11836,73118,99159
P30838,"Aldehyde dehydrogenase, dimeric NADP-preferring, EC 1.2.1.5 (ALDHIII) (Aldehyde dehydrogenase 3) (Aldehyde dehydrogenase family 3 member A1)",ALDH3A1,0,34865,2688,27633,8357,76621,48453,5496,6689
P31146,"Coronin-1A (Coronin-like protein A, Clipin-A) (Coronin-like protein p57) (Tryptophan aspartate-containing coat protein, TACO)",CORO1A,15845,24767,32753,49911,64842,67363,38128,26877,5122
P31153,"S-adenosylmethionine synthase isoform type-2, AdoMet synthase 2, EC 2.5.1.6 (Methionine adenosyltransferase 2, MAT 2) (Methionine adenosyltransferase II, MAT-II)",MAT2A,0,29787,38714,35176,49749,12789,94719,135,135
P31943,"Heterogeneous nuclear ribonucleoprotein H, hnRNP H [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed ]",HNRNPH1,0,0,44266,4334,1683,48724,22822,17452,18925
P31946,"14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1, KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed ]",YWHAB,0,14332,15698,87621,83764,31349,32497,28152,385
P31947,14-3-3 protein sigma (Epithelial cell marker protein 1) (Stratifin),SFN,0,0,1845,12692,23164,26359,14669,6884,45657
P31948,"Stress-induced-phosphoprotein 1, STI1 (Hsc70/Hsp90-organizing protein, Hop) (Renal carcinoma antigen NY-REN-11) (Transformation-sensitive protein IEF SSP 3521)",STIP1,0,9687,55518,12742,2966,33262,26531,44136,48126
P31949,"Protein S100-A11 (Calgizzarin) (Metastatic lymph node gene 70 protein, MLN 70) (Protein S100-C) (S100 calcium-binding protein A11) [Cleaved into: Protein S100-A11, N-terminally processed ]",S100A11,4221,12873,11414,66672,7335,1614,1127,1849,1414
P31997,Carcinoembryonic antigen-related cell adhesion molecule 8 (CD67 antigen) (Carcinoembryonic antigen CGM6) (Non-specific cross-reacting antigen NCA-95) (CD antigen CD66b),CEACAM8,37411,98812,6183,1718,83537,2987,24599,86528,11917
P32119,"Peroxiredoxin-2, EC 1.11.1.24 (Natural killer cell-enhancing factor B, NKEF-B) (PRP) (Thiol-specific antioxidant protein, TSA) (Thioredoxin peroxidase 1) (Thioredoxin-dependent peroxide reductase 1) (Thioredoxin-dependent peroxiredoxin 2)",PRDX2,97689,5491,3131,17355,14124,17757,3114,4285,52445
P32320,"Cytidine deaminase, EC 3.5.4.5 (Cytidine aminohydrolase)",CDA,32933,12629,12915,1246,95927,31893,11532,73442,21216
P33176,"Kinesin-1 heavy chain (Conventional kinesin heavy chain) (Ubiquitous kinesin heavy chain, UKHC)",KIF5B,23896,34477,38913,27317,19571,16231,32721,6169,2673
P33241,"Lymphocyte-specific protein 1 (47 kDa actin-binding protein) (52 kDa phosphoprotein, pp52) (Lymphocyte-specific antigen WP34)",LSP1,72423,51783,153,4437,31915,6176,14131,87137,16943
P35241,Radixin,RDX,13383,3212,32711,0,17555,45447,38,3146,38113
P35579,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A, NMMHC-A) (Non-muscle myosin heavy chain IIa, NMMHC II-a, NMMHC-IIA)",MYH9,1285,19814,19712,5333,5965,9561,3328,19881,1861
P35606,"Coatomer subunit beta' (Beta'-coat protein, Beta'-COP) (p102)",COPB2,73381,2897,14469,0,1964,15458,11429,11481,0
P35754,"Glutaredoxin-1 (Thioltransferase-1, TTase-1)",GLRX,11147,33631,47221,2629,1673,421,11366,64324,62671
P36222,"Chitinase-3-like protein 1 (39 kDa synovial protein) (Cartilage glycoprotein 39, CGP-39, GP-39, hCGP-39) (YKL-40)",CHI3L1,83423,68684,5244,18289,29965,62299,46742,27923,671
P36543,"V-type proton ATPase subunit E 1, V-ATPase subunit E 1 (V-ATPase 31 kDa subunit, p31) (Vacuolar proton pump subunit E 1)",ATP6V1E1,0,55167,53286,6186,0,1776,31111,11531,82443
P36871,"Phosphoglucomutase-1, PGM 1, EC 5.4.2.2 (Glucose phosphomutase 1)",PGM1,0,31824,32597,64582,65496,3742,5168,2566,2191
P36955,"Pigment epithelium-derived factor, PEDF (Cell proliferation-inducing gene 35 protein) (EPC-1) (Serpin F1)",SERPINF1,64163,26717,373,132,83961,1928,78747,78274,95114
P37235,"Hippocalcin-like protein 1 (Calcium-binding protein BDR-1) (HLP2) (Visinin-like protein 3, VILIP-3)",HPCAL1,277,415,41922,34485,0,11652,91785,46891,0
P37802,Transgelin-2 (Epididymis tissue protein Li 7e) (SM22-alpha homolog),TAGLN2,93536,17887,28933,55874,84239,26617,11681,136,52534
P37837,"Transaldolase, EC 2.2.1.2",TALDO1,88571,1721,13866,4553,5794,13698,34786,2518,17981
P38606,"V-type proton ATPase catalytic subunit A, V-ATPase subunit A, EC 7.1.2.2 (V-ATPase 69 kDa subunit) (Vacuolar ATPase isoform VA68) (Vacuolar proton pump subunit alpha)",ATP6V1A,0,11397,33527,4169,7289,24399,799,2964,48824
P39687,"Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32, pp32) (Leucine-rich acidic nuclear protein, LANP) (Mapmodulin) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A) (Putative HLA-DR-associated protein I, PHAPI)",ANP32A,7397,11853,1251,1396,16311,29418,76886,57335,16481
P40121,Macrophage-capping protein (Actin regulatory protein CAP-G),CAPG,0,59532,76558,61873,6156,23579,15141,13774,1753
P40227,"T-complex protein 1 subunit zeta, TCP-1-zeta (Acute morphine dependence-related protein 2) (CCT-zeta-1) (HTR3) (Tcp20)",CCT6A,0,52456,0,92146,13649,2484,1697,3356,25382
P40306,"Proteasome subunit beta type-10, EC 3.4.25.1 (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i)",PSMB10,96537,96841,29184,14496,82955,21992,28271,2221,15537
P40925,"Malate dehydrogenase, cytoplasmic, EC 1.1.1.37 (Cytosolic malate dehydrogenase) (Diiodophenylpyruvate reductase, EC 1.1.1.96)",MDH1,1737,62137,48161,4744,64327,1671,98913,133,17457
P40926,"Malate dehydrogenase, mitochondrial, EC 1.1.1.37",MDH2,55488,2689,1597,33274,44177,62882,193,46623,27311
P41218,Myeloid cell nuclear differentiation antigen,MNDA,56528,39356,1267,288,2579,566,2719,11314,36179
P41250,"Glycine--tRNA ligase, EC 6.1.1.14 (Diadenosine tetraphosphate synthetase, Ap4A synthetase, EC 2.7.7.-) (Glycyl-tRNA synthetase, GlyRS) (Glycyl-tRNA synthetase 1)",GARS1,0,19519,29445,0,3235,53713,8828,37412,4522
P42785,"Lysosomal Pro-X carboxypeptidase, EC 3.4.16.2 (Angiotensinase C) (Lysosomal carboxypeptidase C) (Proline carboxypeptidase) (Prolylcarboxypeptidase, PRCP)",PRCP,0,13978,94976,2534,3256,33594,2361,24327,65422
P43034,"Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein, LIS-1) (PAF acetylhydrolase 45 kDa subunit, PAF-AH 45 kDa subunit) (PAF-AH alpha, PAFAH alpha)",PAFAH1B1,0,1451,66756,1632,159,1889,21969,17838,229
P43353,"Aldehyde dehydrogenase family 3 member B1, EC 1.2.1.28, EC 1.2.1.5, EC 1.2.1.7 (Aldehyde dehydrogenase 7)",ALDH3B1,13149,63798,2374,6878,4312,826,3335,33337,31928
P43490,"Nicotinamide phosphoribosyltransferase, NAmPRTase, Nampt, EC 2.4.2.12 (Pre-B-cell colony-enhancing factor 1, Pre-B cell-enhancing factor) (Visfatin)",NAMPT,59374,99177,94343,2775,1977,4416,96779,71557,66322
P43652,"Afamin (Alpha-albumin, Alpha-Alb)",AFM,3753,3526,38259,865,52124,1129,39784,7544,33751
P46013,"Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67, Antigen KI-67, Antigen Ki67)",MKI67,6219,64569,4398,126,3153,0,0,1332,97787
P46940,Ras GTPase-activating-like protein IQGAP1 (p195),IQGAP1,33614,19227,1593,1397,1566,64593,966,66791,79687
P46976,"Glycogenin-1, GN-1, GN1, EC 2.4.1.186",GYG1,0,32679,2856,24652,21633,3772,144,13563,262
P47755,F-actin-capping protein subunit alpha-2 (CapZ alpha-2),CAPZA2,0,1333,13178,8845,97212,16253,36515,19327,28736
P47756,F-actin-capping protein subunit beta (CapZ beta),CAPZB,15715,84563,52498,33446,34629,58565,1724,11935,7831
P48444,"Coatomer subunit delta (Archain) (Delta-coat protein, Delta-COP)",ARCN1,0,2914,66949,74485,15464,254,26713,0,87854
P48595,"Serpin B10 (Bomapin) (Peptidase inhibitor 10, PI-10)",SERPINB10,4458,24719,24634,35866,3961,33967,312,75346,0
P48637,"Glutathione synthetase, GSH synthetase, GSH-S, EC 6.3.2.3 (Glutathione synthase)",GSS,63726,17433,18175,9387,1344,24393,24933,25191,11383
P49189,"4-trimethylaminobutyraldehyde dehydrogenase, TMABA-DH, TMABALDH, EC 1.2.1.47 (Aldehyde dehydrogenase E3 isozyme) (Aldehyde dehydrogenase family 9 member A1, EC 1.2.1.3) (Gamma-aminobutyraldehyde dehydrogenase, EC 1.2.1.19) (R-aminobutyraldehyde dehydrogenase) [Cleaved into: 4-trimethylaminobutyraldehyde dehydrogenase, N-terminally processed ]",ALDH9A1,0,35369,448,595,11647,1364,62129,1252,21696
P49368,"T-complex protein 1 subunit gamma, TCP-1-gamma (CCT-gamma) (hTRiC5)",CCT3,13677,0,66825,9278,1498,47252,1926,6417,11471
P49720,Proteasome subunit beta type-3 (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain),PSMB3,12837,28239,18428,1547,1464,243,22683,25215,27222
P49721,Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I),PSMB2,15141,3297,427,2437,2694,44655,43585,44586,37572
P49773,"Adenosine 5'-monophosphoramidase HINT1, EC 3.9.1.- (Desumoylating isopeptidase HINT1, EC 3.4.22.-) (Histidine triad nucleotide-binding protein 1) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1, PKCI-1)",HINT1,43754,15995,11977,53628,75959,13672,169,12869,95989
P49913,"Cathelicidin antimicrobial peptide (18 kDa cationic antimicrobial protein, CAP-18, hCAP-18) [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37 ]",CAMP,12312,19558,151,1597,26449,3926,84833,33359,285
P50238,"Cysteine-rich protein 1, CRP-1 (Cysteine-rich heart protein, CRHP, hCRHP) (Cysteine-rich intestinal protein, CRIP)",CRIP1,0,15565,14665,39977,1825,79624,14638,22219,648
P50395,"Rab GDP dissociation inhibitor beta, Rab GDI beta (Guanosine diphosphate dissociation inhibitor 2, GDI-2)",GDI2,11224,24123,33744,3331,3375,11156,14728,11332,8358
P50502,"Hsc70-interacting protein, Hip (Aging-associated protein 2) (Progesterone receptor-associated p48 protein) (Protein FAM10A1) (Putative tumor suppressor ST13) (Renal carcinoma antigen NY-REN-33) (Suppression of tumorigenicity 13 protein)",ST13,0,464,4988,12934,31534,55311,2816,23639,14478
P50552,"Vasodilator-stimulated phosphoprotein, VASP",VASP,47226,1247,74242,17276,2828,56967,7116,87186,57246
P50990,"T-complex protein 1 subunit theta, TCP-1-theta (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15)",CCT8,2557,21719,45758,93486,2427,22187,2112,46274,14118
P50991,"T-complex protein 1 subunit delta, TCP-1-delta (CCT-delta) (Stimulator of TAR RNA-binding)",CCT4,0,2211,11718,23898,4461,11486,4276,318,99998
P50995,"Annexin A11 (56 kDa autoantigen) (Annexin XI) (Annexin-11) (Calcyclin-associated annexin 50, CAP-50)",ANXA11,2175,13422,9246,11928,23785,6554,1122,41627,36214
P51148,"Ras-related protein Rab-5C, EC 3.6.5.2 (L1880) (RAB5L)",RAB5C,0,0,1752,3866,66481,89859,31596,1369,17698
P51149,"Ras-related protein Rab-7a, EC 3.6.5.2",RAB7A,34564,27795,29386,21734,11785,2754,1524,35661,31376
P51858,"Hepatoma-derived growth factor, HDGF (High mobility group protein 1-like 2, HMG-1L2)",HDGF,0,76,17432,5643,85187,17273,45383,28644,27669
P51884,"Lumican (Keratan sulfate proteoglycan lumican, KSPG lumican)",LUM,14725,0,12911,45477,4923,11131,11859,8518,19485
P51991,"Heterogeneous nuclear ribonucleoprotein A3, hnRNP A3",HNRNPA3,0,0,4262,51717,14133,49528,89939,2919,21629
P52209,"6-phosphogluconate dehydrogenase, decarboxylating, EC 1.1.1.44",PGD,16437,66151,19,56412,58516,14121,45258,2359,1451
P52565,"Rho GDP-dissociation inhibitor 1, Rho GDI 1 (Rho-GDI alpha)",ARHGDIA,17119,51842,32731,32951,48954,1148,1618,97769,72794
P52566,"Rho GDP-dissociation inhibitor 2, Rho GDI 2 (Ly-GDI) (Rho-GDI beta)",ARHGDIB,1971,32985,41828,482,32834,1945,45817,2558,76994
P52790,"Hexokinase-3, EC 2.7.1.1 (Hexokinase type III, HK III) (Hexokinase-C)",HK3,0,22338,0,53214,27339,61271,13413,511,1354
P52895,"Aldo-keto reductase family 1 member C2, EC 1.-.-.-, EC 1.1.1.112, EC 1.1.1.209, EC 1.1.1.53, EC 1.1.1.62, EC 1.3.1.20 (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2, DD-2, DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein, DD/BABP) (Type III 3-alpha-hydroxysteroid dehydrogenase, EC 1.1.1.357)",AKR1C2,0,11158,18347,45462,83882,6415,1855,44732,19684
P52907,F-actin-capping protein subunit alpha-1 (CapZ alpha-1),CAPZA1,14347,566,69262,24934,27913,71236,19468,15136,9497
P53621,"Coatomer subunit alpha (Alpha-coat protein, Alpha-COP) (HEP-COP, HEPCOP) [Cleaved into: Xenin (Xenopsin-related peptide); Proxenin ]",COPA,46533,59719,49578,174,0,95234,2858,27466,16363
P53634,"Dipeptidyl peptidase 1, EC 3.4.14.1 (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I, DPP-I, DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain) ]",CTSC,13834,59615,37949,23994,71334,32966,1379,52319,11761
P54108,"Cysteine-rich secretory protein 3, CRISP-3 (Specific granule protein of 28 kDa, SGP28)",CRISP3,14354,11742,13692,21941,53818,249,3483,72197,5713
P54727,"UV excision repair protein RAD23 homolog B, HR23B, hHR23B (XP-C repair-complementing complex 58 kDa protein, p58)",RAD23B,0,1996,14781,15997,28998,32746,456,4591,58728
P54819,"Adenylate kinase 2, mitochondrial, AK 2, EC 2.7.4.3 (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase) [Cleaved into: Adenylate kinase 2, mitochondrial, N-terminally processed ]",AK2,0,38251,22372,55474,33542,19473,3416,23273,24272
P55058,Phospholipid transfer protein (Lipid transfer protein II),PLTP,0,74489,15258,74615,62167,11945,3665,2119,23672
P55072,"Transitional endoplasmic reticulum ATPase, TER ATPase, EC 3.6.4.6 (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein, VCP)",VCP,52984,27195,21395,28759,5276,7851,4153,99213,59845
P55259,Pancreatic secretory granule membrane major glycoprotein GP2 (Pancreatic zymogen granule membrane protein GP-2) (ZAP75),GP2,44514,35288,3521,0,168,2637,16441,31594,39783
P55786,"Puromycin-sensitive aminopeptidase, PSA, EC 3.4.11.14 (Cytosol alanyl aminopeptidase, AAP-S)",NPEPPS,0,45764,12496,42629,64866,26578,2433,17116,1551
P58546,Myotrophin (Protein V-1),MTPN,0,58246,868,13263,9686,4592,11425,6127,5255
P59665,"Neutrophil defensin 1 (Defensin, alpha 1) (HNP-1, HP-1, HP1) [Cleaved into: HP 1-56; Neutrophil defensin 2 (HNP-2, HP-2, HP2) ]",DEFA1; DEFA1B,14342,86741,1298,76163,24626,16284,18754,96961,7535
P59998,"Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit, p20-ARC)",ARPC4,16241,94139,83724,27575,25742,63772,2415,8523,77925
P60174,"Triosephosphate isomerase, TIM, EC 5.3.1.1 (Methylglyoxal synthase, EC 4.2.3.3) (Triose-phosphate isomerase)",TPI1,2266,6497,72959,27698,41168,92118,11488,99215,73128
P60660,"Myosin light polypeptide 6 (17 kDa myosin light chain, LC17) (Myosin light chain 3, MLC-3) (Myosin light chain alkali 3, Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)",MYL6,23123,37859,34688,48654,62732,11555,13413,14528,118
P60709,"Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed ]",ACTB,4467,22189,17854,17231,16972,4148,54579,41,54998
P60842,"Eukaryotic initiation factor 4A-I, eIF-4A-I, eIF4A-I, EC 3.6.4.13 (ATP-dependent RNA helicase eIF4A-1)",EIF4A1,0,2435,0,65624,98713,56966,32348,1824,14449
P60900,"Proteasome subunit alpha type-6 (27 kDa prosomal protein, PROS-27, p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)",PSMA6,2942,55548,54914,21756,347,489,553,5183,63952
P60903,Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11),S100A10,0,52711,52947,14,1325,4535,0,1825,1333
P60953,"Cell division control protein 42 homolog, EC 3.6.5.2 (G25K GTP-binding protein)",CDC42,44896,47973,97143,49752,91297,11873,165,1883,15751
P60981,"Destrin (Actin-depolymerizing factor, ADF)",DSTN,8779,35334,2818,66526,21195,15922,45286,24856,1483
P61019,"Ras-related protein Rab-2A, EC 3.6.5.2",RAB2A,29334,49969,0,28364,53158,96643,0,94984,4276
P61026,"Ras-related protein Rab-10, EC 3.6.5.2",RAB10,1856,89332,1695,2893,77143,1558,61654,1229,15524
P61106,Ras-related protein Rab-14,RAB14,0,57388,6644,0,3165,91554,98173,9622,8641
P61158,Actin-related protein 3 (Actin-like protein 3),ACTR3,13336,7498,78147,28487,31747,84374,24396,1169,147
P61160,Actin-related protein 2 (Actin-like protein 2),ACTR2,2682,87898,73788,29755,29232,69361,26189,13215,9312
P61224,"Ras-related protein Rap-1b, EC 3.6.5.2 (GTP-binding protein smg p21B)",RAP1B,21542,4166,4989,49514,58472,13544,13931,8247,14558
P61586,"Transforming protein RhoA, EC 3.6.5.2 (Rho cDNA clone 12, h12)",RHOA,2182,4769,41776,71861,56364,83438,91323,8713,23835
P61604,"10 kDa heat shock protein, mitochondrial, Hsp10 (10 kDa chaperonin) (Chaperonin 10, CPN10) (Early-pregnancy factor, EPF)",HSPE1,11895,21787,13612,4761,73348,41472,6555,17138,42455
P61626,"Lysozyme C, EC 3.2.1.17 (1,4-beta-N-acetylmuramidase C)",LYZ,73819,91436,1246,2976,28422,1727,15274,93945,82867
P61769,Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3 ],B2M,1922,44229,11731,28288,12315,85488,82123,6182,59861
P61916,"NPC intracellular cholesterol transporter 2 (Epididymal secretory protein E1) (Human epididymis-specific protein 1, He1) (Niemann-Pick disease type C2 protein)",NPC2,4889,5862,1184,52553,8252,27119,14392,1299,2757
P61956,"Small ubiquitin-related modifier 2, SUMO-2 (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B, Smt3B)",SUMO2,0,13311,37586,28473,419,55341,9597,67216,359
P61970,"Nuclear transport factor 2, NTF-2 (Placental protein 15, PP15)",NUTF2,36637,112,11245,13562,13279,51373,37585,48858,51446
P61978,"Heterogeneous nuclear ribonucleoprotein K, hnRNP K (Transformation up-regulated nuclear protein, TUNP)",HNRNPK,0,87933,16441,1572,24945,83263,35137,65276,46223
P61981,"14-3-3 protein gamma (Protein kinase C inhibitor protein 1, KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed ]",YWHAG,0,1734,11878,33927,46297,62337,57945,56126,91139
P62140,"Serine/threonine-protein phosphatase PP1-beta catalytic subunit, PP-1B, PPP1CD, EC 3.1.3.16, EC 3.1.3.53",PPP1CB,0,17332,15877,86992,48152,3688,2183,21255,11357
P62258,"14-3-3 protein epsilon, 14-3-3E",YWHAE,11534,391,35275,76861,1319,2231,16488,24374,17825
P62306,"Small nuclear ribonucleoprotein F, snRNP-F (Sm protein F, Sm-F, SmF)",SNRPF,0,0,11851,45796,43927,11531,1974,15117,53884
P62318,"Small nuclear ribonucleoprotein Sm D3, Sm-D3 (snRNP core protein D3)",SNRPD3,52148,12198,12474,48152,1485,18284,17323,2355,15978
P62328,"Thymosin beta-4, T beta-4 (Fx) [Cleaved into: Hematopoietic system regulatory peptide (Seraspenide) ]",TMSB4X,33322,17262,13946,51991,84596,15913,4676,26636,2693
P62424,60S ribosomal protein L7a (Large ribosomal subunit protein eL8) (PLA-X polypeptide) (Surfeit locus protein 3),RPL7A,51657,18874,0,365,67526,2389,0,15122,72549
P62714,"Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform, PP2A-beta, EC 3.1.3.16",PPP2CB,0,51315,0,58212,56852,4387,67825,14824,2448
P62805,Histone H4,H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16,94916,19899,2572,3916,76832,49614,62416,12817,26739
P62820,"Ras-related protein Rab-1A, EC 3.6.5.2 (YPT1-related protein)",RAB1A,1624,4586,485,9795,27328,48468,95168,3246,26815
P62826,"GTP-binding nuclear protein Ran, EC 3.6.5.- (Androgen receptor-associated protein 24) (GTPase Ran) (Ras-like protein TC4) (Ras-related nuclear protein)",RAN,0,24954,1471,28338,358,97565,12165,88666,92535
P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Transducin beta chain 1),GNB1,13956,24248,48471,27976,28724,73956,2587,52917,21489
P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 (G protein subunit beta-2) (Transducin beta chain 2),GNB2,4796,734,865,11195,27928,67668,4753,451,5497
P62937,"Peptidyl-prolyl cis-trans isomerase A, PPIase A, EC 5.2.1.8 (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed ]",PPIA,14922,34771,35688,99817,1311,4464,26134,3985,51269
P62942,"Peptidyl-prolyl cis-trans isomerase FKBP1A, PPIase FKBP1A, EC 5.2.1.8 (12 kDa FK506-binding protein, 12 kDa FKBP, FKBP-12) (Calstabin-1) (FK506-binding protein 1A, FKBP-1A) (Immunophilin FKBP12) (Rotamase)",FKBP1A,0,31954,34974,31243,28355,8343,3516,12827,124
P62979,Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31) ],RPS27A,53791,11143,7783,4265,67457,16542,16369,12646,11572
P62993,Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2),GRB2,0,48415,365,5493,7936,2557,37379,3116,41645
P63000,"Ras-related C3 botulinum toxin substrate 1, EC 3.6.5.2 (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)",RAC1,0,0,94653,21737,82123,13315,14871,87481,17295
P63104,"14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1, KCIP-1)",YWHAZ,35964,1227,12925,24817,3295,58499,52281,65725,4693
